CMST_CASE_JUVENILE_REF,maincrime,crime,age,result,assist,Risk,Need,reci
526664,0,88,17,30,1,0.34,0.32,1
526666,0,88,17,30,0,0.27,0.26,1
526667,7,119,17,31,2,0.19,0.19,1
526668,7,119,16,31,1,0.23,0.23,1
526670,10,30,17,39,2,0.26,0.23,1
526672,7,119,17,31,1,0.19,0.19,1
526673,0,88,16,30,2,0.27,0.25,1
526677,7,119,17,31,2,0.2,0.2,1
526678,7,119,17,31,2,0.31,0.3,1
526680,0,11,17,4,2,0.24,0.23,1
526681,7,166,15,27,1,0.26,0.26,1
526682,0,76,15,11,0,0.31,0.31,1
526683,7,119,16,31,2,0.23,0.23,1
526685,11,145,16,33,0,0.34,0.33,0
526686,0,88,15,30,2,0.36,0.37,1
526688,7,119,16,31,1,0.33,0.35,1
526696,7,166,17,27,0,0.25,0.25,1
526697,7,166,17,27,1,0.19,0.18,1
526698,7,166,15,27,0,0.16,0.15,1
526699,0,82,16,4,1,0.31,0.3,1
526701,0,88,17,30,1,0.36,0.35,0
526702,11,146,15,5,1,0.34,0.33,0
526703,11,145,13,33,1,0.19,0.18,1
526704,0,88,16,30,1,0.29,0.26,1
526709,18,2,17,33,2,0.18,0.19,1
526710,7,166,17,27,0,0.27,0.29,1
526711,7,119,15,31,2,0.28,0.28,1
526712,11,145,15,33,1,0.36,0.39,0
526713,10,50,16,23,2,0.49,0.44,0
526715,11,146,18,5,2,0.29,0.27,1
526716,34,117,17,2,2,0.19,0.18,0
526717,10,15,17,29,1,0.2,0.17,1
526720,7,166,17,27,1,0.29,0.31,1
526721,11,146,14,5,1,0.26,0.23,1
526722,0,78,16,4,2,0.26,0.24,0
526724,0,78,17,4,1,0.22,0.21,1
526727,14,13,14,17,2,0.33,0.32,1
526728,0,88,17,30,2,0.27,0.26,1
526731,11,146,14,5,1,0.31,0.29,0
526732,7,166,17,27,1,0.3,0.3,0
526733,7,166,17,27,0,0.11,0.11,1
526734,7,166,17,27,2,0.17,0.16,1
526736,3,107,16,37,2,0.28,0.27,1
526737,11,146,13,5,1,0.37,0.36,0
526738,11,146,17,5,2,0.35,0.34,0
526743,7,119,16,31,0,0.3,0.3,1
526744,11,146,16,5,1,0.25,0.23,1
526747,7,119,17,31,2,0.31,0.32,1
526748,0,78,17,4,0,0.27,0.25,1
526749,0,88,16,30,1,0.29,0.27,1
526750,10,52,16,37,1,0.32,0.32,0
526752,7,119,17,31,2,0.31,0.32,1
526756,0,69,15,29,1,0.25,0.26,1
526757,0,88,17,30,1,0.24,0.22,1
526758,0,88,17,30,1,0.2,0.18,1
526760,14,13,16,17,0,0.32,0.3,0
526761,0,88,15,30,0,0.34,0.32,1
526762,0,71,16,11,1,0.26,0.24,1
526764,0,88,17,30,0,0.21,0.19,1
526765,0,88,17,30,0,0.31,0.3,1
526766,7,166,17,27,1,0.23,0.21,1
526767,0,88,16,30,0,0.3,0.29,1
526768,34,103,17,29,2,0.37,0.32,0
526769,2,64,15,35,1,0.35,0.36,1
526770,7,166,16,27,2,0.14,0.14,1
526771,2,64,15,35,1,0.19,0.18,1
526774,23,99,15,32,2,0.33,0.32,0
526775,2,142,13,35,1,0.36,0.35,1
526776,23,99,16,32,2,0.33,0.32,0
526777,0,88,16,30,1,0.25,0.22,1
526778,23,99,16,32,2,0.33,0.32,0
526779,0,88,16,30,0,0.28,0.29,0
526782,0,88,15,30,1,0.23,0.22,0
526783,0,88,15,30,1,0.25,0.23,1
526784,7,119,16,31,0,0.19,0.2,1
526786,11,146,16,5,1,0.47,0.48,0
526787,7,119,17,31,1,0.31,0.32,0
526789,11,146,12,5,1,0.22,0.19,1
526792,11,146,12,5,2,0.25,0.23,1
526793,0,88,17,30,2,0.23,0.21,1
526795,11,146,14,5,2,0.33,0.31,1
526796,0,88,17,30,2,0.31,0.3,1
526797,11,146,13,5,2,0.22,0.19,1
526798,0,88,17,30,2,0.38,0.39,0
526799,7,119,16,31,1,0.31,0.32,1
526801,14,13,17,17,2,0.12,0.1,1
526802,7,119,17,31,2,0.32,0.33,1
526803,0,88,17,30,2,0.33,0.32,1
526805,11,146,14,5,2,0.32,0.29,0
526806,27,3,17,34,2,0.24,0.25,1
526807,0,88,15,30,1,0.3,0.28,0
526808,27,3,16,34,2,0.26,0.26,1
526809,11,146,14,5,1,0.37,0.34,1
526811,7,176,16,48,1,0.28,0.26,1
526812,7,119,16,31,2,0.26,0.28,1
526813,2,64,14,35,2,0.36,0.36,1
526814,0,88,15,30,0,0.34,0.32,1
526815,7,166,16,27,2,0.19,0.2,1
526816,0,88,17,30,0,0.36,0.34,1
526817,7,166,15,27,1,0.18,0.16,0
526818,18,2,17,33,1,0.29,0.29,1
526819,0,88,16,30,0,0.21,0.21,0
526820,3,108,15,37,1,0.51,0.53,0
526821,7,166,16,27,2,0.24,0.23,1
526822,0,81,16,35,0,0.23,0.24,1
526824,0,88,16,30,1,0.32,0.31,1
526826,11,146,15,5,0,0.35,0.32,1
526827,7,166,15,27,1,0.37,0.39,1
526828,0,88,17,30,1,0.3,0.28,1
526829,11,146,12,5,1,0.24,0.23,1
526830,11,146,15,5,0,0.36,0.33,0
526831,0,76,17,11,2,0.37,0.38,1
526832,11,146,12,5,0,0.25,0.23,0
526834,11,146,15,5,0,0.35,0.32,0
526836,11,146,12,5,0,0.25,0.23,0
526840,0,88,17,30,1,0.39,0.38,1
526845,10,50,17,23,2,0.19,0.16,1
526846,7,119,16,31,1,0.23,0.23,1
526851,0,88,17,30,2,0.24,0.22,1
526857,0,71,17,11,1,0.36,0.35,0
526860,0,88,14,30,2,0.3,0.27,1
526863,0,88,17,30,2,0.28,0.26,0
526865,7,119,17,31,1,0.22,0.22,1
526866,0,88,15,30,2,0.19,0.18,1
526867,10,16,16,33,2,0.27,0.23,1
526868,0,88,15,30,0,0.39,0.36,1
526869,7,166,17,27,2,0.33,0.35,1
526870,0,81,16,35,1,0.31,0.32,1
526871,0,88,15,30,0,0.36,0.34,1
526874,14,23,15,17,2,0.29,0.28,1
526875,18,2,17,33,2,0.25,0.24,1
526876,11,146,16,5,2,0.33,0.33,1
526877,14,112,14,37,1,0.26,0.24,1
526879,7,119,16,31,2,0.31,0.32,0
526880,0,88,17,30,0,0.31,0.29,0
526881,34,117,17,2,0,0.27,0.25,1
526882,11,146,14,5,1,0.39,0.36,1
526884,11,146,16,5,2,0.26,0.24,1
526886,11,146,14,5,2,0.18,0.14,1
526889,0,88,16,30,1,0.26,0.24,1
526890,11,146,14,5,2,0.21,0.18,1
526891,0,81,17,35,2,0.31,0.31,1
526892,7,166,16,27,0,0.36,0.36,1
526894,7,119,15,31,0,0.27,0.26,1
526895,0,88,16,30,1,0.3,0.31,0
526896,0,88,17,30,2,0.24,0.22,1
526897,7,166,16,27,2,0.1,0.09,1
526898,0,77,17,29,1,0.28,0.27,1
526901,18,2,16,33,2,0.23,0.23,1
526902,7,119,17,31,0,0.38,0.39,0
526909,34,103,17,29,2,0.24,0.23,1
526910,0,88,15,30,0,0.2,0.18,1
526912,7,166,17,27,2,0.19,0.2,1
526913,0,88,17,30,1,0.29,0.28,0
526914,7,119,17,31,0,0.26,0.25,1
526916,0,88,15,30,0,0.37,0.34,0
526917,21,89,17,36,2,0.22,0.22,1
526919,7,166,16,27,1,0.27,0.27,1
526920,7,166,17,27,0,0.14,0.14,1
526921,34,103,15,29,1,0.31,0.29,1
526923,7,119,16,31,1,0.18,0.16,0
526924,21,89,15,36,1,0.31,0.32,1
526928,0,83,17,4,1,0.22,0.2,1
526929,21,89,17,36,1,0.3,0.31,0
526932,0,78,16,4,0,0.23,0.23,1
526933,0,88,16,30,2,0.26,0.26,1
526934,7,166,17,27,2,0.39,0.41,0
526935,0,88,15,30,2,0.32,0.28,0
526936,7,119,15,31,1,0.32,0.32,1
526937,7,119,17,31,2,0.2,0.2,1
526938,7,119,13,31,1,0.32,0.32,0
526939,0,88,17,30,1,0.33,0.32,1
526940,0,88,15,30,1,0.25,0.23,1
526941,11,145,17,33,1,0.48,0.46,0
526943,0,88,16,30,1,0.34,0.32,1
526944,0,78,16,4,1,0.35,0.34,1
526945,11,145,16,33,1,0.32,0.32,1
526946,7,119,16,31,2,0.28,0.29,1
526947,0,88,17,30,0,0.27,0.24,1
526948,0,88,15,30,1,0.39,0.39,1
526949,18,2,16,33,2,0.25,0.25,1
526950,11,145,14,33,2,0.3,0.31,1
526951,7,119,16,31,1,0.27,0.26,1
526952,14,12,17,26,1,0.25,0.26,1
526953,7,166,15,27,1,0.09,0.08,1
526954,21,89,17,36,1,0.28,0.28,0
526956,11,146,17,5,0,0.34,0.32,0
526957,0,81,16,35,2,0.22,0.21,0
526958,0,88,15,30,1,0.25,0.23,1
526959,7,119,16,31,1,0.31,0.31,1
526960,34,103,17,29,2,0.26,0.24,1
526961,0,81,14,35,1,0.31,0.3,1
526962,7,166,17,27,1,0.29,0.28,1
526963,7,119,16,31,1,0.24,0.23,1
526964,10,50,17,23,2,0.34,0.3,0
526965,7,119,17,31,1,0.26,0.27,1
526966,7,166,17,27,1,0.33,0.31,0
526967,7,166,17,27,1,0.3,0.28,1
526969,0,88,16,30,2,0.32,0.32,0
526970,7,166,15,27,1,0.29,0.28,1
526972,7,119,16,31,2,0.18,0.17,1
526973,11,145,16,33,2,0.36,0.34,1
526974,0,88,17,30,0,0.32,0.33,1
526975,7,166,16,27,2,0.26,0.24,1
526976,11,146,14,5,2,0.35,0.34,1
526977,11,146,13,5,2,0.31,0.3,1
526978,34,117,16,2,1,0.31,0.31,1
526979,0,88,17,30,2,0.24,0.21,0
526980,0,88,17,30,2,0.23,0.21,1
526981,7,119,16,31,2,0.33,0.32,0
526982,7,166,15,27,1,0.27,0.27,1
526983,7,119,17,31,1,0.25,0.23,1
526984,11,146,16,5,0,0.3,0.3,1
526985,11,145,16,33,1,0.34,0.32,0
526986,11,146,13,5,1,0.24,0.21,0
526987,7,166,17,27,2,0.19,0.19,1
526988,7,119,16,31,1,0.24,0.23,1
526989,7,166,16,27,2,0.27,0.25,1
526990,0,88,17,30,0,0.32,0.31,1
526991,21,89,17,36,2,0.25,0.23,1
526992,0,88,15,30,1,0.3,0.29,1
526993,0,88,14,30,0,0.28,0.27,1
526995,0,88,17,30,1,0.35,0.33,1
526996,11,146,15,5,2,0.42,0.41,0
526997,11,146,16,5,0,0.48,0.48,1
526998,7,166,17,27,0,0.31,0.32,0
527000,0,88,17,30,1,0.32,0.32,1
527001,0,88,17,30,1,0.19,0.18,1
527004,7,166,16,27,1,0.33,0.33,0
527005,0,88,16,30,1,0.35,0.34,1
527006,10,15,17,29,2,0.23,0.23,1
527008,34,117,16,2,2,0.24,0.23,1
527009,0,88,16,30,2,0.36,0.35,1
527010,0,88,17,30,1,0.34,0.35,0
527011,11,147,17,3,1,0.46,0.48,1
527012,0,88,17,30,2,0.31,0.3,0
527013,7,119,16,31,1,0.31,0.31,1
527014,7,166,17,27,2,0.25,0.26,1
527015,0,88,16,30,1,0.33,0.32,1
527018,18,2,17,33,1,0.21,0.21,0
527019,7,119,16,31,2,0.27,0.27,1
527020,7,119,16,31,2,0.27,0.27,1
527021,7,119,16,31,1,0.2,0.18,0
527024,7,166,17,27,2,0.25,0.25,1
527025,7,166,17,27,0,0.39,0.41,0
527026,0,88,17,30,1,0.3,0.28,1
527027,0,77,17,29,2,0.41,0.41,1
527028,34,117,17,2,1,0.25,0.23,1
527032,0,88,15,30,1,0.3,0.26,0
527034,5,169,17,36,0,0.32,0.32,1
527035,0,88,17,30,1,0.25,0.25,0
527037,21,89,17,36,1,0.36,0.34,1
527038,18,2,17,33,2,0.14,0.14,1
527039,7,119,17,31,0,0.42,0.41,1
527040,34,117,17,2,1,0.25,0.23,1
527041,10,49,17,15,2,0.19,0.16,1
527042,0,88,14,30,2,0.26,0.25,1
527043,0,87,17,4,2,0.14,0.13,1
527044,0,88,16,30,0,0.31,0.27,1
527045,17,96,17,35,2,0.08,0.07,1
527046,18,2,16,33,2,0.22,0.22,1
527048,0,81,15,35,2,0.27,0.26,1
527049,18,2,16,33,2,0.32,0.32,0
527050,18,2,17,33,2,0.17,0.15,1
527051,0,77,17,29,0,0.29,0.28,1
527052,0,88,17,30,0,0.31,0.26,1
527054,14,23,15,17,2,0.36,0.33,1
527055,7,119,16,31,2,0.25,0.26,1
527056,11,58,16,33,2,0.34,0.32,0
527057,7,119,17,31,2,0.2,0.21,1
527058,11,146,16,5,2,0.34,0.33,1
527060,0,88,15,30,2,0.36,0.36,1
527061,0,88,15,30,2,0.32,0.32,1
527065,7,166,17,27,1,0.24,0.22,1
527068,10,48,17,31,2,0.22,0.2,1
527070,10,48,15,31,2,0.32,0.34,1
527071,10,48,17,31,2,0.28,0.3,1
527072,10,48,17,31,2,0.34,0.34,1
527073,10,48,17,31,1,0.2,0.19,1
527075,18,2,16,33,2,0.16,0.15,1
527076,18,2,15,33,2,0.2,0.2,1
527077,0,88,16,30,0,0.31,0.3,1
527078,7,166,16,27,1,0.31,0.32,1
527079,7,119,17,31,2,0.35,0.35,1
527082,0,71,17,11,1,0.37,0.38,1
527083,10,48,17,31,2,0.27,0.24,1
527085,0,88,16,30,0,0.33,0.33,1
527086,10,48,15,31,2,0.25,0.23,1
527087,0,88,17,30,1,0.31,0.32,1
527088,10,48,15,31,1,0.32,0.31,1
527089,0,88,17,30,2,0.36,0.34,1
527092,0,88,16,30,2,0.25,0.23,1
527094,7,166,14,27,0,0.36,0.35,0
527096,7,166,16,27,2,0.36,0.35,1
527097,7,166,15,27,0,0.33,0.32,0
527098,7,166,15,27,2,0.34,0.35,1
527099,11,34,17,33,2,0.19,0.19,0
527102,10,16,17,33,2,0.36,0.32,1
527104,10,48,17,31,2,0.25,0.23,1
527105,0,88,17,30,1,0.31,0.31,1
527107,10,104,14,32,2,0.4,0.33,1
527109,7,119,17,31,2,0.28,0.27,1
527110,7,166,17,27,1,0.35,0.33,0
527111,7,166,15,27,2,0.27,0.28,1
527112,0,69,16,29,2,0.23,0.23,1
527113,10,48,17,31,2,0.26,0.25,0
527115,10,48,17,31,2,0.24,0.23,1
527116,11,145,17,33,1,0.42,0.43,1
527117,7,119,16,31,1,0.24,0.24,1
527118,10,48,17,31,2,0.31,0.29,1
527119,7,119,17,31,1,0.36,0.34,1
527121,7,119,15,31,2,0.26,0.26,1
527125,10,104,15,32,2,0.4,0.33,1
527126,0,78,16,4,0,0.33,0.32,1
527127,14,112,17,37,2,0.48,0.45,1
527128,7,166,17,27,1,0.35,0.35,1
527129,11,146,15,5,1,0.31,0.3,1
527132,36,171,14,36,2,0.35,0.34,1
527133,0,72,17,11,1,0.44,0.45,1
527135,10,104,13,32,2,0.25,0.22,1
527136,10,104,15,32,2,0.27,0.27,1
527137,0,88,15,30,2,0.31,0.3,1
527138,34,103,16,29,2,0.22,0.22,0
527139,34,103,16,29,2,0.39,0.35,1
527140,34,103,17,29,2,0.27,0.26,0
527141,7,119,17,31,2,0.2,0.2,1
527142,0,88,15,30,2,0.32,0.31,1
527144,7,119,15,31,2,0.22,0.22,1
527145,7,166,14,27,2,0.08,0.05,1
527146,0,88,15,30,0,0.36,0.36,1
527147,0,88,16,30,2,0.26,0.24,1
527148,0,86,17,4,2,0.3,0.3,0
527149,2,160,17,27,2,0.29,0.3,0
527150,0,78,16,4,1,0.19,0.18,1
527151,11,146,16,5,2,0.38,0.38,1
527152,18,2,17,33,1,0.35,0.36,1
527154,0,78,17,4,1,0.36,0.34,1
527155,34,103,14,29,2,0.32,0.3,1
527156,0,88,17,30,1,0.2,0.18,1
527158,11,146,17,5,1,0.33,0.33,1
527159,18,2,17,33,2,0.27,0.27,1
527162,0,73,17,11,2,0.31,0.3,0
527164,7,119,17,31,0,0.29,0.28,1
527167,7,166,17,27,1,0.31,0.31,1
527169,0,88,17,30,0,0.29,0.27,0
527170,0,88,16,30,1,0.37,0.34,0
527171,18,2,17,33,2,0.28,0.29,1
527172,11,146,13,5,1,0.39,0.38,0
527173,7,119,17,31,2,0.24,0.25,1
527175,11,146,15,5,1,0.33,0.32,0
527176,0,71,17,11,2,0.28,0.26,1
527177,0,88,17,30,2,0.29,0.28,1
527180,7,119,16,31,1,0.25,0.25,1
527181,11,146,15,5,1,0.34,0.33,0
527185,11,146,14,5,1,0.32,0.3,0
527187,0,88,17,30,0,0.33,0.33,0
527194,11,36,17,35,2,0.29,0.29,1
527196,10,104,17,32,2,0.26,0.22,1
527197,10,104,17,32,2,0.25,0.23,1
527198,11,146,15,5,1,0.34,0.32,0
527203,11,146,14,5,1,0.32,0.3,0
527204,7,119,17,31,2,0.33,0.32,1
527207,34,103,16,29,2,0.25,0.23,1
527208,10,50,16,23,2,0.25,0.19,1
527209,10,104,15,32,2,0.34,0.28,1
527211,7,166,17,27,2,0.23,0.23,1
527212,7,166,17,27,2,0.19,0.18,1
527213,7,166,15,27,2,0.25,0.24,1
527216,11,146,13,5,1,0.39,0.38,0
527220,11,146,15,5,2,0.34,0.32,0
527221,11,146,15,5,1,0.34,0.32,0
527222,11,146,15,5,2,0.33,0.32,0
527224,11,146,14,5,1,0.32,0.3,0
527225,34,117,16,2,2,0.3,0.28,1
527226,11,146,13,5,1,0.39,0.38,0
527227,0,88,17,30,2,0.19,0.21,1
527228,11,146,15,5,1,0.35,0.33,0
527229,11,146,15,5,2,0.33,0.32,0
527231,11,146,14,5,1,0.32,0.3,0
527232,11,146,13,5,1,0.39,0.38,0
527233,14,13,16,17,2,0.29,0.26,1
527237,15,42,17,31,1,0.19,0.19,1
527238,0,88,16,30,1,0.34,0.32,0
527240,11,146,17,5,0,0.34,0.32,0
527241,7,166,17,27,1,0.25,0.24,0
527242,11,146,13,5,2,0.38,0.36,1
527243,0,88,15,30,0,0.37,0.36,1
527244,7,119,16,31,1,0.27,0.25,1
527245,7,166,17,27,2,0.27,0.28,1
527247,0,88,14,30,2,0.31,0.29,1
527248,0,88,14,30,2,0.3,0.27,1
527250,0,88,17,30,2,0.22,0.2,1
527251,2,64,17,35,1,0.41,0.4,1
527253,10,48,14,31,2,0.33,0.32,0
527255,7,119,16,31,1,0.34,0.32,1
527256,10,48,16,31,2,0.25,0.25,1
527257,34,103,16,29,1,0.34,0.3,0
527259,0,69,15,29,2,0.24,0.21,1
527260,0,88,15,30,2,0.23,0.23,1
527262,7,119,17,31,1,0.4,0.41,0
527267,11,67,16,6,2,0.31,0.27,0
527269,11,67,15,6,2,0.18,0.15,1
527271,0,78,15,4,2,0.25,0.23,1
527272,34,117,14,2,2,0.2,0.17,1
527275,34,103,15,29,2,0.33,0.32,1
527276,0,87,15,4,1,0.11,0.09,1
527277,34,117,15,2,1,0.25,0.24,1
527278,0,88,17,30,1,0.25,0.23,1
527281,7,119,15,31,1,0.26,0.26,1
527286,7,166,17,27,1,0.28,0.27,1
527287,7,166,17,27,0,0.25,0.25,1
527291,11,146,16,5,2,0.27,0.26,1
527292,11,145,17,33,2,0.36,0.36,0
527294,7,119,16,31,1,0.28,0.28,1
527297,0,88,15,30,1,0.3,0.28,1
527298,10,104,15,32,1,0.37,0.35,1
527299,7,119,13,31,2,0.32,0.32,1
527300,10,104,15,32,1,0.37,0.35,1
527301,0,88,17,30,2,0.31,0.27,0
527303,21,168,17,34,2,0.21,0.23,1
527304,21,168,17,34,2,0.25,0.3,1
527305,21,168,17,34,2,0.24,0.24,1
527308,18,2,15,33,2,0.19,0.19,1
527311,0,88,17,30,2,0.28,0.26,1
527312,11,146,16,5,1,0.42,0.41,1
527314,7,119,15,31,0,0.25,0.26,1
527324,7,166,15,27,1,0.22,0.22,1
527331,7,166,16,27,2,0.25,0.25,1
527332,7,166,17,27,2,0.22,0.22,0
527334,11,146,17,5,0,0.37,0.36,1
527335,11,146,15,5,2,0.28,0.25,1
527337,10,50,17,23,2,0.31,0.28,1
527338,0,88,16,30,2,0.2,0.18,1
527339,0,88,15,30,1,0.09,0.07,1
527341,0,88,17,30,2,0.34,0.33,1
527343,7,119,16,31,2,0.31,0.3,1
527344,0,88,17,30,2,0.29,0.27,1
527346,0,88,16,30,2,0.29,0.27,0
527347,34,117,15,2,1,0.35,0.34,1
527348,0,88,17,30,0,0.31,0.3,1
527349,0,88,17,30,2,0.24,0.23,1
527353,0,88,17,30,2,0.3,0.29,1
527360,0,88,17,30,2,0.24,0.22,0
527363,0,88,16,30,2,0.34,0.32,1
527364,0,88,17,30,2,0.31,0.3,0
527365,7,166,16,27,2,0.27,0.24,0
527366,7,119,17,31,1,0.2,0.19,1
527367,11,146,13,5,2,0.44,0.44,1
527369,7,166,16,27,2,0.21,0.19,0
527370,7,166,16,27,2,0.3,0.28,0
527373,14,13,16,17,2,0.25,0.24,1
527374,7,166,15,27,2,0.2,0.2,1
527375,7,119,17,31,0,0.26,0.25,0
527377,11,146,15,5,2,0.42,0.42,1
527378,7,166,17,27,2,0.2,0.19,1
527379,7,166,17,27,2,0.16,0.15,1
527383,7,166,17,27,2,0.18,0.17,1
527384,0,88,17,30,2,0.33,0.32,1
527385,0,88,16,30,0,0.29,0.27,1
527386,0,88,17,30,1,0.21,0.19,1
527387,0,88,16,30,2,0.24,0.22,1
527389,11,37,16,20,2,0.42,0.42,0
527393,7,119,14,31,2,0.29,0.26,1
527394,0,88,17,30,1,0.39,0.39,1
527395,34,103,17,29,2,0.21,0.2,1
527396,34,117,15,2,2,0.33,0.34,1
527397,0,88,17,30,1,0.31,0.29,0
527398,10,15,17,29,2,0.13,0.09,1
527400,7,119,17,31,2,0.3,0.3,1
527404,7,119,15,31,0,0.25,0.25,1
527405,7,119,14,31,2,0.25,0.24,1
527406,0,88,17,30,0,0.33,0.32,1
527407,7,119,17,31,0,0.2,0.2,1
527408,0,88,17,30,0,0.38,0.38,0
527409,23,99,16,32,2,0.38,0.37,0
527410,7,119,16,31,0,0.36,0.39,0
527411,7,119,16,31,2,0.28,0.3,1
527413,0,88,15,30,2,0.44,0.43,1
527414,11,146,16,5,2,0.37,0.35,0
527416,7,166,16,27,1,0.3,0.3,1
527419,0,88,17,30,0,0.42,0.41,1
527420,2,142,17,35,2,0.27,0.26,1
527421,28,106,16,29,2,0.19,0.17,1
527422,34,117,17,2,1,0.31,0.31,1
527423,21,89,16,36,2,0.07,0.06,1
527425,0,88,16,30,1,0.36,0.36,1
527426,7,166,17,27,0,0.46,0.46,0
527427,14,24,17,9,2,0.33,0.29,1
527429,0,84,16,4,1,0.19,0.19,1
527430,0,88,16,30,1,0.31,0.29,1
527431,7,166,16,27,1,0.19,0.19,1
527434,21,89,17,36,0,0.19,0.18,1
527435,7,166,17,27,1,0.33,0.32,1
527436,0,88,14,30,2,0.26,0.23,1
527437,0,88,16,30,2,0.27,0.26,1
527438,0,8,17,4,2,0.27,0.26,0
527439,0,88,17,30,0,0.36,0.35,1
527440,7,166,16,27,1,0.11,0.11,1
527441,0,82,17,4,2,0.1,0.09,1
527442,7,166,15,27,2,0.33,0.32,1
527443,7,166,16,27,1,0.15,0.14,1
527444,11,146,15,5,2,0.21,0.19,1
527445,0,88,16,30,2,0.31,0.29,0
527446,0,83,15,4,1,0.2,0.2,0
527447,0,88,17,30,2,0.18,0.15,1
527451,7,119,14,31,1,0.34,0.33,1
527453,7,166,16,27,2,0.31,0.3,0
527455,19,164,17,31,0,0.3,0.31,1
527461,3,107,16,37,2,0.25,0.23,1
527462,0,87,17,4,2,0.31,0.32,1
527464,7,119,17,31,0,0.29,0.27,0
527466,11,146,16,5,1,0.42,0.41,1
527467,0,88,15,30,2,0.31,0.3,1
527469,7,166,18,27,2,0.22,0.21,1
527470,0,88,15,30,1,0.33,0.32,0
527472,11,146,17,5,1,0.3,0.32,1
527475,0,88,17,30,1,0.36,0.34,0
527476,0,88,17,30,1,0.38,0.37,0
527478,10,48,15,31,2,0.19,0.2,1
527479,7,119,16,31,1,0.31,0.3,1
527481,10,29,17,40,2,0.25,0.23,0
527482,10,48,16,31,2,0.23,0.23,1
527483,10,48,16,31,2,0.21,0.2,1
527484,7,119,14,31,2,0.22,0.19,0
527485,21,22,17,43,0,0.2,0.18,1
527486,0,88,17,30,1,0.35,0.33,1
527487,10,16,14,33,2,0.11,0.06,1
527489,7,119,17,31,2,0.31,0.31,1
527490,7,119,17,31,2,0.14,0.14,0
527491,17,96,17,35,2,0.2,0.19,1
527492,14,13,14,17,1,0.22,0.21,1
527493,0,88,15,30,2,0.28,0.27,1
527494,0,88,17,30,1,0.38,0.37,1
527497,7,166,17,27,2,0.25,0.25,1
527499,34,103,16,29,2,0.31,0.29,1
527500,0,88,15,30,0,0.38,0.38,1
527501,0,88,17,30,1,0.26,0.24,1
527503,0,88,19,30,2,0.25,0.25,1
527504,21,89,15,36,1,0.33,0.33,1
527505,0,88,17,30,1,0.26,0.26,0
527506,18,2,17,33,1,0.17,0.15,1
527508,7,119,14,31,1,0.31,0.29,1
527515,10,159,16,27,1,0.24,0.22,1
527516,10,159,15,27,2,0.21,0.18,1
527519,10,50,15,23,2,0.26,0.19,1
527520,10,50,15,23,1,0.3,0.23,1
527523,0,71,15,11,2,0.25,0.23,1
527524,0,71,14,11,2,0.25,0.23,1
527525,7,119,17,31,1,0.31,0.29,0
527527,11,146,15,5,2,0.3,0.26,1
527528,34,103,15,29,2,0.31,0.27,1
527530,34,103,16,29,2,0.31,0.28,1
527531,4,18,15,37,2,0.23,0.21,1
527532,21,89,16,36,2,0.29,0.29,0
527533,7,166,14,27,2,0.25,0.24,1
527535,0,71,17,11,0,0.38,0.37,1
527536,0,81,16,35,0,0.21,0.2,1
527537,0,88,16,30,2,0.29,0.27,1
527538,7,166,15,27,0,0.33,0.32,1
527539,11,146,16,5,2,0.26,0.26,1
527541,0,88,17,30,2,0.35,0.35,0
527542,11,146,17,5,2,0.33,0.31,1
527543,0,88,15,30,1,0.26,0.24,1
527547,0,69,13,29,2,0.3,0.27,1
527548,11,145,17,33,2,0.31,0.32,1
527549,34,103,17,29,2,0.24,0.21,1
527550,7,166,16,27,1,0.17,0.16,1
527551,7,166,17,27,2,0.27,0.29,1
527552,0,88,17,30,1,0.37,0.36,1
527553,0,88,17,30,1,0.23,0.22,1
527554,7,119,15,31,2,0.22,0.22,1
527555,11,146,17,5,2,0.37,0.34,0
527556,0,88,16,30,1,0.25,0.23,1
527557,21,89,17,36,0,0.26,0.27,1
527558,7,166,15,27,2,0.3,0.28,1
527559,4,21,16,37,0,0.38,0.35,1
527560,0,88,15,30,1,0.28,0.28,1
527561,7,166,17,27,2,0.22,0.22,1
527563,7,166,15,27,2,0.22,0.22,1
527564,7,119,16,31,1,0.17,0.17,1
527565,7,119,17,31,1,0.28,0.3,1
527566,7,166,17,27,1,0.24,0.24,1
527567,0,88,17,30,1,0.26,0.25,1
527569,7,166,15,27,1,0.2,0.2,1
527570,7,166,15,27,2,0.23,0.23,1
527571,7,119,16,31,2,0.24,0.23,1
527572,7,119,17,31,2,0.25,0.23,1
527573,7,166,15,27,0,0.22,0.22,1
527574,0,88,17,30,0,0.4,0.4,1
527575,7,166,16,27,2,0.25,0.24,1
527578,7,166,16,27,2,0.26,0.25,0
527580,0,88,16,30,0,0.3,0.29,1
527581,7,166,16,27,1,0.19,0.2,1
527583,0,88,16,30,1,0.25,0.24,1
527585,7,119,17,31,1,0.25,0.24,1
527589,0,88,17,30,0,0.25,0.23,1
527593,0,88,15,30,1,0.31,0.29,0
527594,21,89,17,36,1,0.12,0.1,1
527598,7,166,16,27,2,0.3,0.29,1
527600,10,104,16,32,2,0.31,0.29,1
527601,34,117,17,2,1,0.31,0.31,1
527602,7,166,16,27,1,0.21,0.21,1
527604,18,2,17,33,2,0.24,0.24,1
527607,7,119,16,31,1,0.14,0.14,1
527608,18,2,16,33,1,0.31,0.32,1
527609,10,50,15,23,2,0.27,0.23,0
